text,label
지역복지 분야는 사업계획 목적의 명확화를 통해 사업의 전문성 확보가 필요하다고 평가되었습니까?,0
저소득층 분야의 추진방향은 대부분 정책시에 기반한 국시비 보조사업입니까?,0
'복지 대상자 통합조사 운영 정착으로 복지안전망 기능 강화' 사업의 세부사업 수는 5개입니까?,0
저소득가구 전세자금 대출은 무이자인가요?,0
영구임대 주택 제공은 주거취약계층의 주거욕구에 적합한 사업입니까?,0
저소득층 생업자금 융자는 기업은행을 통하여 지원되고 있습니까?,0
푸드뱅크 사업을 추진하는 목적은 식품을 나눔으로써 이웃사랑 실천에 기여하고 공산품 자원의 소비를 촉진하고자 함입니까?,0
지역 실업자직업훈련 사업은 실업자에 대한 직업훈련을 실시하는 것입니까?,0
사회 부적응 및 가정해체의 문제를 지닌 가구는 감소하고 있나요?,0
"급속한 고령화에 대비한 기초 생활 보장과 보건, 복지 서비스를 확대하고자 함은 극빈층 노인에 대한 지원 부족을 해결하기 위해서입니까?",0
기초노령연금지급은 65세이상 전부지급되는 겁니까?,0
결식우려 노인급식 지원 사업은 저소득노인들에게 무료식사를 제공하는 사업입니까?,0
고령화 사회의 노인 복지와 건강 증진 및 삶의 질 향상에 기여하고자 실시하는 노인 요양 시설 및 재가 노인복지시설 지원 사업은 그 사업 수가 4개입니까?,0
장애인 종합복지관 운영 활성화 사업의 사업목적은 장애인에 대한 인식개선입니까?,0
장애인 직업재활시설 운영 사업은 장애인의 직업능력과 적성에 맞는 직업훈련을 통하여 사회구성원으로서 역할을 수행하며 살아가고자 하는 욕구를 확대하기 위해 추진하는 건가요?,0
공동생활가정(그룹화) 지원은 사업목적이 공동생활가정(그룹홈) 입소 아동의 보호입니까?,0
"결혼이민자의 증가와 사회적 편견과 차별, 자녀교육 문제의 어려움 등으로 다문화가족의 사회통합 지원 필요합니까?",0
종합사회복지관운영 사업목적으로 지역주민들을 복지욕구에 따른 일반적인 서비스를 제공합니까?,0
지역복지 발전을 위하여 관내 협치기구를 활성화 필요가 있지요?,0
평생학습 종합 가이드북 발간에 세부사업 수가 5개 이상입니까?,0
지역특화 건강행태 개선사업의 목적은 생활 습관 개선과 바른 실천을 통해 건강생할 환경조성 및 건강증진과 건강인식 향상을 통해 대사질환을 예방하여 삶의 질을 높이고 의료비를 절감토록 하는 사업입니까?,0
금연클리닉은 흡연자와 비흡연자를 보호하면서 흡연자가 금연이 되기위해 하는 사업인가요?,0
국가에서 암을 관리하는 사업의 목적을 아니?,0
신생아에게는 분유가 질병예방 및 두뇌발달을 돕는 가장 이상적인 영양공급원이지?,0
1995년 <지역보건법>이 <보건소법>으로 개정되었습니까?,0
치매 증세는 초기 치료를 통해 증상 개선과 유병률을 낮추는 효과가 없습니까?,0
재활의료 기구 대여를 통한 의료비 절감과 재활의지 고취를 위한 사업명을 알고 있어?,0
2010년 남동구청과 지역사회복지 협의체가 공동 추진하는 연차별 시행계획 지역사회 공고는 심의 확정 이전에 인터넷 홈페이지에 공고됩니까?,0
지역사회복지협의체의 비활성화 추진 주체는 여성 가족 부 인가요?,0
사회복지사업법 제15조의6에 의거 보건복지부 장관 또는 시·도지사는 시·도 또는 시·군·구의 복지계획의 결과를 평가할 때 실질적이고 원활한 진행을 위해서 중점을 두어야 하는 사항은 중요합니까?,0
목표관리제를 사용하여 한계점 및 향후 과제를 진행할 때 지속적으로 문제가 도출되면 바로바로 수정합니까?,0
계획내용의 충실성과 시행과정의 적정성을 분야 종합하여 평가한 점수가 50점입니까?,0
장애인복지 사업 중 완료된 사업은 없습니까?,0
주민참여복지영역에서 인프라 구축 계획 전반과 제1기 중점 추진사업인 보건 복지옴부즈맨 운영 과제는 추진되었습니까?,0
지역경제위기가 중산층 붕괴 및 빈곤을 심화시킵니까?,0
최근 지역사회복지는 공급자 위주의 복지시책에서 수요자 중심의 복지 시책으로 되어 있습니까?,0
"제2기 동구지역사회복지계획을 작성하는 과정 중 4가지 실현 방법이 지역성, 과학성, 연속성, 실천성이 맞아?",0
2009년 12월 말에는 동구의 인구가 대구광역시 총 인구의 20%는 되나?,0
대구광역시는 전체적으로 인구감소가 있는데 동구의 인구도 감소하고 있는가?,0
2010년 보건복지가족부의 출산과 양육 지원대책에서 자녀 성장에 따른 지원은 신생아와 영유아까지만 지원했지?,0
"욕구조사 결과로 영∙유아 아동 가정의 경우, 응답자가 여성이 압도적으로 많았습니까?",0
동구의 주거환경에 대해 '매우 만족' 혹은 '만족'이라고 응답한 자는 노인이 가장 많았습니까?,0
장애인의 보건의료환경에 대한 만족도는 저소득층과 노인에 비해 높게 나타났습니까?,0
주민자치센터에 대한 이용경험은 저소득층에서 50%이상이었습니까?,0
개인 생활에서 느끼는 심각한 문제점 중에서 아동과 청소년을 제외하고 다른 인구집단에서도 경제문제에 대해 심각하다는 응답이 가장 높게 나타났습니까?,0
"대구광역시 동구의 복지자원분석 가운데, 재정자립도는 20%이상입니까?",0
노인복지시설 관련 수요는 노인운동시설에 대한 수요가 많아 각 권역마다 건립하는 방안을 고려해 볼 필요가 있습니까?,0
2009년 동구지역은 기초생활수급자 가구가 전년도 대비 감소하였습니까?,0
"동구 지역사회복지의 비전은 그동안 동구청에서 주민들에게 지속적으로 홍보해 온 ""희망 동구 행복 동구""를 차용하여 설정하였습니까?",0
대구광역시 동구의 국민 기초생활수급자 수는 전국 평균과 대구시 평균보다 낮은 것으로 나타났습니까?,0
복지서비스의 이용자 욕구 중에 경제적 자립을 할 수 있도록 다양한 서비스 제공을 요청 한 거예요?,0
동구의 경우 푸드뱅크와 푸드마켓이 둘 다 설치 되어 운영되나요?,0
저소득주민의 주거 관리서비스가 필요하나요?,0
'푸드마켓 설치 운영'은 자활역량 강화를 위한 사회안전망 구축의 세부 목표입니까?,0
빈곤 가구 여성의 취업을 촉진하기 위해서 필요한 서비스가 있는가?,0
동구에서 저소득 주민이 2008년과 2009년에는 동구 전체 인구 대비 5% 이하였나요?,0
"원거리 저소득 주민을 위한 아웃리치 사업 계획에 도시락 및 밑반찬 배달, 의료 및 보건 진료, 이동 한방진료, 가전제품 수리 등이 있는데 이들을 수행하기 위해 향후 고려할 사항들이 있나요?",0
복지·보건·평생교육 포탈 구축사업의 향후 고려 사항은 공공과 민간의 복지서비스의 체계 확립과 공공의 보건서비스 정보의 체계 확립이 전부입니까?,0
대구광역시의 69개소 노인의료복지시설 가운데 노인전문병원은 3개소입니까?,0
2009년 12월 31일 기준으로 대구광역시의 인구 대비 등록장애인 비율은 전국 인구 대비 등록 장애인 비율보다 높은가요?,0
"장애인재활센터 사업내용으로 의료, 재활서비스를 전개하는것입니까?",0
청소년들은 지역사회 문제와 욕구로 폭력문제가 가장 높은 것으로 나타났습니까?,0
아동•청소년복지시설에 대한 인지도 중에서 도서관이 높나요?,0
아동복지시설에 대한 이용경험 조사에서 이용경험이 가장 많은 시설은 도서관입니까?,0
야간 공부방 이용은 아동복지 서비스와 아동복지시설의 이용 중에서 아동복지시설의 이용이라고 할 수 있니?,0
"기본적인 복지인프라는 구축되었다고 볼 수 있으나, 아동·청소년의 욕구를 다양하게 반영할 수 있는 밀착형 복지서비스 제공이 필요하다는 의견이 없었습니까?",0
동구청이 동구의 복지영역에 대한 정보 제공을 위해 구정 소식지에 알릴 필요가 있습니까?,0
동구의 지역아동센터는 23개소가 운영 중입니까?,0
"청년자활지원센터 설치 사업의 목표는 청소년의 생활고충을 상담처리하고, 자아성장 개발 등 청소년의 건전한 육성을 도모하기 위함입니까?",0
청소년활동·자원봉사·참여·인권 등의 지원 기능을 수행하기 위하여 '청소년자활센터'를 설치합니까?,0
2010년 6월 기준 동구 관내에는 23개 지역아동센터와 7개 청소년 공부방이 운영 중에 있습니까?,0
사회적기업의 목표도 이윤 극대화인가요?,0
대구광역시 동구의 여성 인구 비율은 전국의 여성 인구 비율보다 낮습니까?,0
여성복지시설 이용자의 이용경험과 만족도 조사에서 응답자의 90%이상이 여성복지시설을 이용한 경험이 없는 것으로 나타났습니까?,0
동구 여성의 생활상에서 느끼는 문제에서 '청소년 문제'가 48%로 가장 높았습니까?,0
"자활기반조성과 촘촘한 사회안전망 구축을 위해 미혼모가정 지원, 위기가정 완충망 지원, 이혼여성 가족 지원을 세부목표로 구성한 여성복지부문의 비전을 수립하고 있나요?",0
미혼모 가정에 대한 사례관리 시스템 구축을 통해 맞춤형 통합 서비스를 지원하는 거예요?,0
여성사회복지전문인력 사업은 여성사회복지전문가를 대상으로 한 포커스그룹인터뷰조사에서 전문성을 갖추었거나 경력이 단절된 여성의 지역사회자원으로 활용할 수 있는 필요함이 제기 되어 하는 거예요?,0
"시청, 구청 혹은 국가와 지방자치단체의 지원을 받은 대학교, 여성 단체, NGO 등의 교육훈련과정은 등급화되면 안 됩니까?",0
'행복한 여성 가게 1+1 프로젝트 사업'의 사업 내용은 프랜차이즈 가맹점 가게를 통한 일자리 제공 및 급여 제공입니까?,0
여성복지부문에 관련된 사업은 취약계층 여성의 자활지원을 위한 공공의 역할로 이루어집니까?,0
대구광역시의 보육아동인구는 전국의 보육아동인구 비율보다 높았나요?,0
보육관련 서비스에 대한 욕구의 순서에서 가장 높은 것이 시간제 보육입니까?,0
여성이 일을 하지 하는 가장 주된 이유와 직장을 구하는데 가장 어려운 것은 자녀양육 때문입니까?,0
동구지역 보육시설 총 185개소 중 국공립이 가장 많습니까?,0
동구 보육시설 중 평가인증 받은 보육시설 수는 전체 185개 중에서 50%가 넘습니까?,0
동구지역 일반 보육 시설 1개당 인원수는 전국 평균보다 많습니까?,0
"보육 시설 영유아 체력증진, 보육전용 뮤지컬 상설극장 설치는 '구민의 사회참여 촉진'을 위한 세부 목표입니까?",0
욕구조사결과에서 직장 여성이 보육에 대한 경제적 부담이 크다고 응답한 경우는 절반 가까이 됩니까?,0
"유치원을 차려볼까 하는데, 보육 사업은 공공기관, 보육 시설의 연계사업이고, 지역개발계획도 생각해야 하니까 중앙 정부하고 시청의 협조만 생각하면 되지?",0
칠곡군의 제2기 계획은 사회복지인프라 제공입니까?,0
"칠곡군의 행정관할구역은 왜관읍, 북삼읍, 석적읍, 지천면, 동명면으로 이루어져 있습니까?",0
"칠곡군은 생활권을 중심으로 남부생활권, 동부생활권, 서부생활권으로 나누어져 있습니까?",0
칠곡군의 유년부양비는 경상북도 유년부양비보다 낮습니까?,0
2009년 12월 31일 현재 칠곡군의 전체 인구 중 국민기초생활수급자는 총인구 대비 3%이상입니까?,0
2009년 12월 31일 현재 칠곡군의 전체 인구에서 여성 인구가 가장 높은 비중을 차지하는 연령대는 30대입니까?,0
"2009년 12월 31일 현재 칠곡군의 전체 인구 중 아동~청소년 인구수는 21,660명입니까?",0
"경상북도의 2010년 총예산이 2009년도 예산보다 9.73% 증가했다는데, 사회복지예산도 9.73% 증가했나요?",0
칠곡군의 사회복지행정기구중 7개 읍면의 사회복지담당으로 구성 되어 있습니까?,0
칠곡군에 있는 저소득층 복지시설은 3개입니까?,0
"칠곡군 노인복지시설 중 여가복지시설에는 노인복지회관, 경로당, 노인교실이 있습니까?",0
"칠곡군에는 국공립 보육 시설, 법인 보육 시설, 민간보육 시설, 가정 보육 시설 중에서 민간보육 시설이 제일 많지?",0
