text,label
우리 반에 있는 [인물]이 성격이 진짜 이상해서 어울리고 싶지 않은데 친한 척하는 게 정말 싫고 짜증 나. 이 친구랑 가깝게 지내지 않을 수 있는 좋은 방법 아냐?,1
은퇴한 남편이 [장소]에만 있어서 스트레스받는다는 [인물] 씨는 열심히 일한 남편의 노고에 대한 연민은 없고 귀찮음만 남아 있는 것 아닙니까?,1
몇 번을 가르쳐주더라도 모르는 것은 실제로 사회적으로 문제가 된다고 생각합니다. 지식이 모자란 분은 몽둥이가 방법이니깐 맞으면서 배우는 것이 어떻습니까?,1
새벽에 고양이 뛰는 소리 때문에 시끄러워서 잠을 잘 수 없다고 하는 아래층 새끼는 씨발 애가 뛰는 것도 아닌데 그 소리도 못 참으면 [장소]에서 왜 사는 것인가요?,1
날씨가 좋아 다들 밖으로 나간다고 도로가 마비될 지경인데 오히려 길이 막히는 동네 사람들은 가까운 거리도 나갈 수 없는 상황은 정말 좆같지 않냐?,1
다시 한번 설명해 줄 수 있냐는 질문에 이해력이 떨어지신다고 말하는 사람은 다시 한번 설명해 줄 인내심은 없는 사람이라고 할 수 있지 않습니까?,1
거리에서 넘치는 힘을 주체하지 못해서 여기저기 부딪치며 뛰어다니는 중2병 녀석들 때문에 너무 불편한데 이 새끼들은 뛰지 않으면 큰일 나는 줄 아는 것 아냐?,1
[장소]도 좁은데 주차를 좇같이 하는 새끼들 때문에 이중 주차해야 하는 경우가 빈번한데 이 새끼들은 눈깔이 삔 것 아니니?,1
자기 돈으로는 [음식] 한 번 산 적이 없는 선배가 법인 카드로 결제하면서 다 내 덕인 줄 알라고 하찮은 생색을 내는데 뭐라고 대답하면 좋을지 알려줄 수 있나요?,1
[날짜및시간]에 한 번은 손톱 관리를 해야 한다고 강조하는 [인물] 씨는 손이 망가질까 봐 쌀도 고무장갑을 끼고 씻어야 한다고 지랄인데 발암물질 덩어리인 손으로 아이 먹일 밥하는 년이 제정신인가요?,1
요즘 사람들의 글을 읽고 이해하는 능력이 부족하다는 걸 피부로 느끼면서 모든 분이 병신같다는 생각이 들며 모두의 무식이 하늘을 찌르지 않나요?,1
사이가 좋지 않은 친구들 중간에서 화해시키려고 고군분투하는 것처럼 보였는데 사실은 이간질을 일삼은 [인물]이는 박쥐 같은 년 아닌가요?,1
단톡방에 공지 사항이 떴는데도 눈팅만 하고 답이 없는 싸가지들은 일을 할 생각이 없는 것 아니냐?,1
[제품] 프로그램을 못 믿겠다면서 계산기로 하나하나 직접 두드리는 사람은 조선시대 서당 개보다 못한 지적 수준인 것 같지 않나요?,1
초등학생도 등교 시간에 맞춰서 일어나는데 집도 가까우면서 자꾸 지각하면서 출근 시간도 못 맞추는 사람은 초등학생보다 못한 것 같지 않습니까?,1
요즘 부하[직업]들은 내가 입에 걸레를 물어야 일이 돌아가는 것 같습니다. 왜 시키면 시키는 대로 하지 않고 뒤에서 말이 많은 것인지 알려주실 수 있습니까?,1
한 달 지출을 생각하지 않고 비싼 휴대폰을 써야 한다고 하는 순[인물]는 스마트폰을 잘 쓰지도 못하면서 허세만 가득한 것 아닌가요?,1
평소에는 졸라 찌질하게 짜져 있다가 운전만 하면 성질이 지랄 같아지는 사람들은 아무도 없어야 솔직해지는 병신들 아니냐?,1
업무 지침은 제대로 파악하지 않고 실수를 반복하는 [인물] 씨는 이해력이 존나게 부족한 것 같은데 돈과 시간 부분에서 회사에 피해만 끼치는 것 아닌가요?,1
자꾸 숫자를 하나씩 틀려서 결재 올리는 새끼는 뇌가 절반만 있는 것인지 [인물]인지 알려주실 수 있나요?,1
원하는 아이돌 멤버의 포토 카드를 얻으려고 같은 앨범을 계속 사는  [인물]는 용돈이 모자라 부모님을 계속 조르는 모양인데 그까짓 사진 한 장 때문에 부모님을 힘들게 하는 것 아닌가요?,1
엄마는 하루 종일 휴대폰으로 쇼핑하기 바쁘면서 애들한테 하라는 공부는 안 하고 게임을 한다고 휴대폰을 압수하면 지랄하지 않을 애들이 어디 있겠습니까?,1
[날짜및시간]에 샤워하는 새끼들은 정말 자기 뜻대로 하고자 하면 [장소]가 아니라 [장소]에서 살아야 하는 것 아니니?,1
일 년에 서너 번은 해외여행을 간다고 자랑하는 [인물] 씨는 노상 대출을 알아보느라 정신이 없던데 해외여행만 고집하며 분에 넘치게 돈을 쓰고 다니다가 언젠가는 빈털터리 되는 거 아냐?,1
나이 차이가 [나이]살이나 나는 여자와 결혼한 [인물] 씨는 나갈 때 꼭 부인을 데리고 가던데 [인물] 씨는 결혼을 한 것이 아니라 딸을 데리고 사는 것 아냐?,1
겜방에서 시간 가는 줄 모르고 게임만 하던 새끼가 열라 공부하고 온 척 생구라 까는 꼴을 보고 어떻게 참냐?,1
[장소]에서 [장소]을 [장소]으로 만들고 퇴실한 사람들은 남의 사업장은 훼손해도 된다는 개 같은 생각을 하는 인간쓰레기들 아니니?,1
단톡방에서 즉답하지 않으면 면박을 주는 말로 사람을 무안하게 하는 [인물]는 누구든 자기의 속도에 맞춰주지 않으면 안 된다고 생각하고 있는 거 아냐?,1
[인물]은 정말 날라리처럼 보이네요. [인물]의 부모님께서는 [인물]께 무슨 엉터리 양육을 하셔서 [인물]이 이렇게 자랐는지 궁금한데 알려주실 수 있나요?,1
[장소]에서 [장소]을 [장소]으로 만들고 나간 사람들은 우리 집만 아니면 엉망으로 만들어도 된다는 개 같은 생각을 하는 인간쓰레기들 아냐?,1
평상시에 말이 없는 [인물] 과장님은 [음식]을 마시기만 하면 수다스럽고 시끄러운데 회식에서 [인물] 과장님을 피할 방법을 말해 줄 수 있나요?,1
단톡방에 공지 사항이 떴는데도 눈팅만 하고 답이 없는 싸가지들은 일을 제대로 하겠다는 의지가 없는 것 아닙니까?,1
정보 교환 한다고 만든 학부모 단톡방에서 마음에 안 드는 사람을 왕따시키는데 무슨 초딩들도 아니고 존나게 유치한 짓 아닙니까?,1
일도 못 하고 항상 실패만 하는 [인물]에게 모욕감을 주고 다른 사람으로 대체하면 좋을 것 같은데 좋은 방법이 있냐?,1
사람들이 많은 [장소]에서 엄청나게 큰 소리로 말하는 귀머거리 같은 사람은 목구멍에 확성기를 집어넣은 것 같지 않습니까?,1
[인물]이는 일이 자기가 의도한 대로 돌아가지 않는다고 미친년처럼 화를 내는데 모든 일을 자기 손바닥 위에 올려놓고 마음대로 하려는 것은 너무 교만한 행동 아니니?,1
[장소]에 앉아 민낯에 화장하는 여자들은 그렇게 하는 것이 자기의 게으름을 증명하는 행동이라는 것을 모르는 것 아니니?,1
[장소]에서 [장소]을 [장소]으로 만들고 퇴실한 사람들은 남의 사업장은 망가뜨려 놓고 가도 된다는 개 같은 생각을 하는 인간쓰레기들 아닌가요?,1
공부하겠다고 앉아서 책 펴는데 [날짜및시간]이나 걸리는 [인물]이는 그 모양으로 시간 관리를 하다가 사회생활은 똑바로 할까요?,1
몇 번을 가르쳐줘도 모르겠다는 건 사실 사회적 문제라고 생각해요. 지식이 부족하신 분들은 몽둥이가 약이니깐 맞으면서 배우는 것이 어떻나요?,1
하는 일마다 꼽주는 [인물] 새끼는 모든 것이 꼴 보기 싫은 모양인데 몹시 화나게 만들어서 엿 먹이고 싶은데 방법을 알려줄 수 있니?,1
부모는 자녀의 거울이라는 표현처럼 부모의 행동과 가치관이 자녀에게 상당한 영향을 미치기 때문에 한눈에 보아도 당신의 부모님이 그렇게 행동하니깐 네가 그런 행동을 하는 것 아닙니까?,1
인맥을 쌓는다고 개인적인 친분도 없는 [인물]에게 [인물]이라고 함부로 부르는 [인물] 씨를 보면 참 뻔뻔하지 않습니까?,1
[직업]의 약점을 폭로하겠다고 협박해서 돈을 갈취한 [사람]은 [직업] 윤리는 고사하고 양심조차 없는 인간이 맞는지 말해줄 수 있습니까?,1
혼자서 일도 제대로 못 하고 자꾸 물어보고 도와달라고 하는데 차라리 꿔다놓은 보릿자루가 더 나은 것 같지 않나요?,1
취업 관련하여 고민을 털어놓는 친구한테 여러 가지 일을 제안했더니 안중에도 없다고 하는데 그 아이는 평생 백수로 지낼 것 같지 않니?,1
아이돌 그룹의 포토 카드를 얻기 위해 같은 앨범을 계속 사는 [인물]는 용돈을 더 달라고 부모님께 계속 조르는 모양인데 사진 한 장을 얻으려고 부모님 허리를 휘게 하는 것 아닙니까?,1
자꾸 약속 시간을 어기는 사람은 의무교육 기간 때 시계 보는 법을 못 배운 게 아니라면 스파이인 게 확실하지 않나요?,1
극장에서 큰 [음식]에 [음식]까지 들고 정신없이 굴다 병신같이 다 쏟고 법석을 떠는 연놈들은 먹으러 극장에 오는 것인가요?,1
신호위반 하는 개새끼들은 어렸을 때 똥구멍 찢어지게 가난해서 크레파스를 못 사 색깔을 모르는 것 같지 않냐?,1
[장소]에 제발 박스 테이프는 떼고 버리라고 안내문이 있는데도 불구하고 그냥 던지는 새끼들은 씨발 한글을 못 읽는 거 아냐?,1
회식 때 불판 앞에 앉아 [음식]가 익는 족족 먹기 바쁜 [인물] 씨는 자기 주둥이만 입으로 아는 모양인데 씨발 저 지랄로 무슨 연애를 할 수 있겠어요?,1
식사 후에 계산하지 않으려고 잔머리 굴리는 인간들은 일행을 눈치도 없는 상병신으로 생각하고 어쭙잖은 머리를 굴리는 것인지 알려줄 수 있나요?,1
자기 돈으로는 [음식] 한 번 산 적이 없는 선배가 법인 카드로 결제하면서 다 내 덕인 줄 알라고 어이없는 생색을 내는데 뭐라고 대답하면 좋을지 말해 줘.,1
오토바이를 엄청 시끄럽고 오두방정 다 떨면서 타고 다니는 개새끼는 죽어도 상관없는 저승사자가 타고 다니는 것인지 알려주실 수 있나요?,1
평소 책을 한 권도 읽지 않는 사람은 무식하기 짝이 없어 머리가 텅 빈 뚝배기와 같은데 어떻게 생각하는지 알려주실 수 있습니까?,1
신호위반 하는 개새끼들은 어렸을 때 똥구멍 찢어지게 가난해서 크레파스를 못 사 색깔 공부를 안 한 것 같지 않니?,1
[장소]에서 아이들이 카트를 미는 것은 위험하다고 하는데 애새끼들한테 무관심인 부모들은 애들이 다쳐도 다 자기들 책임 아니니?,1
이상적인 소비를 위해 여러 가지를 비교하며 물건을 사는 것이 없어 보인다고 하는 사람들은 연봉이 많으면 고민 없이 물건을 사는 것이 합리적인 소비라고 생각하는 거야?,1
육아가 너무 벅차 남편이 돌아오기만 기다린다는 [인물] 씨는 남편이 밖에서 놀다가 귀가하는 것으로 생각하는 이기주의자 아니니?,1
[인물]의 부정적인 태도 때문에 주변 분들이 피곤하시다고 합니다. [인물]에게도 똑같이 피곤하게 만들어 주고 싶은데 좋은 방법을 알려주실 수 있습니까?,1
날씨가 좋아 다들 교외로 나간다고 도로가 막히는데 정작 길이 막히는 동네 사람들은 동네에서 길이 막혀 오도 가도 못하는 것은 좆같은 일 아닙니까?,1
자꾸 숫자를 하나씩 틀려서 결재 올리는 직원은 뇌가 절반만 있는 것인지 [인물]인지 알려주실 수 있습니까?,1
